"address"
		
东至规划路、南至规划路、西至中川大街、北至创新路
东至规划道路，南至光华门堡垒遗址公园，西至金宇饭店，北至大光路
东至运河南路、南至七里河北路、西至施井村东庄组、北至团结路
东至项目用地，南至富民大街，西至小区街，北至哈大高铁
东艺路131号
东苑路70号
东荟一街29、31号、瑞和路152－166号（双数）
东荟一街33、35号
东莱南街以西、长利街以南、祥和路以北
东陵(浑南新区)王家湾210号
东陵区
东陵区(浑南新区)南塔街129号
东陵区(浑南新区)彩霞街5号
东陵区(浑南新区)文化路135号
东陵区(浑南新区)新立堡
东陵区(浑南新区)新隆街2甲号
东陵区(浑南新区)胜利南街700号
东陵区103省道东侧
东陵区上伯官村691号
东陵区下伯官村
东陵区世博东街55号
东陵区世纪路2号
东陵区东大营街31号
东陵区东大营街31号(部分用地)
东陵区东大营街31号部分用地
东陵区东大营街31号（部分用地）
东陵区东平路
东陵区东望北街100号
东陵区东望北街117号
东陵区东望北街南侧部分用地
东陵区东望北街南侧（部分用地）
东陵区东望街6-6号
东陵区东陵东路123号
东陵区东陵南街7号
东陵区东陵街道上伯官村
东陵区东陵街道汪北村
东陵区东陵街道汪南村
东陵区东陵西路46号
东陵区东陵西路十二巷
东陵区东陵路
东陵区东陵路123号
东陵区东陵路181－185号
东陵区东陵路54号
东陵区东陵路78号
东陵区东陵路84号
东陵区东陵路北侧（沈阳农业大学院内）
东陵区东陵路南侧
东陵区东陵路南街（东湖新村）
东陵区东陵路３０４号
东陵区丰乐一街55号
东陵区丰乐二街东侧
东陵区临波路7号
东陵区临波路７号
东陵区全运北路103号
东陵区全运北路135号
东陵区全运北路68号
东陵区全运北路97号
东陵区全运南路108号
东陵区全运四路105号
东陵区全运四路7号
东陵区全运路110号
东陵区全运路112号
东陵区全运路114号
东陵区全运路420号
东陵区创新二路19号
东陵区创新路153号
东陵区创新路199号
东陵区创新路203号
东陵区前桑林子村
东陵区南堤东路55号
东陵区南堤东路５５号
东陵区南塔东街
东陵区南塔街
东陵区南塔街129巷
东陵区南塔街129巷-1
东陵区南塔街129巷-1地块
东陵区南塔街道南大甸子村
东陵区南塔街道后桑林子村
东陵区南大甸子村丹霍公路东
东陵区塔北路
东陵区塔南500号
东陵区塔南501号
东陵区塔南村501号
东陵区大坝路西侧
东陵区天坛一街15号
东陵区天坛一街东侧
东陵区夹河街3号
东陵区学城路3号、8号
东陵区富家村
东陵区开发区双园路34号
东陵区彩霞街5号
东陵区文化东路31号
东陵区文化东路39号
东陵区文化东路、天坛一街
东陵区文化路155号2#楼
东陵区文化路南侧
东陵区文富北路北侧
东陵区文溯街8号
东陵区文翠小区
东陵区文萃路(南侧部分用地)
东陵区文萃路103号
东陵区文萃路185号
东陵区文萃路212号
东陵区文萃路53-6号
东陵区文萃路北侧
东陵区新优街7号
东陵区新宁街2号
东陵区新立堡地区
东陵区新立堡村
东陵区新隆街1号
东陵区新隆街22号
东陵区方南路
东陵区方南路19号
东陵区方南路南侧
东陵区方家栏
东陵区方家栏凌云地区
东陵区方家栏路
东陵区方家栏路27号
东陵区方家栏路32号
东陵区方家栏路5-1号
东陵区方家栏路凌云地区
东陵区方家栏路北
东陵区方文路2号
东陵区方正街5号
东陵区方青路30号
东陵区智慧三街1号
东陵区智慧三街33号
东陵区智慧三街3号
东陵区智慧四街16号
东陵区智慧大街31号
东陵区曹仲屯777号
东陵区朗日街21号
东陵区朗明街90号
东陵区朗月街6甲号
东陵区望花中街东
东陵区望花中街东侧
东陵区李相镇三家寨村西
东陵区李相镇前李村
东陵区桃仙大街100号
东陵区桃仙大街21号
东陵区桃仙大街6号
东陵区桃仙大街7街
东陵区桃仙大街前桑林子村（A区、D区）
东陵区桃仙街道98甲号
东陵区桃仙街道古台北社区
东陵区桃仙街道莫子山村
东陵区桃仙镇古台南村
东陵区桃仙镇班家寨
东陵区桃仙镇班家寨村
东陵区桃仙镇荒山子村
东陵区桃仙镇黄山村
东陵区汇泉路9号
东陵区汪北村758号
东陵区汪北村759号
东陵区沈中大街26号
东陵区沈中大街28号
东陵区沈中大街3号
东陵区沈中大街7号
东陵区沈本一街7号
东陵区沈本一街9号
东陵区沈本大街3号
东陵区沈本大街5号
东陵区沈营大街38号
东陵区沈营大街587号
东陵区沈营路28号
东陵区沈营路66号
东陵区浑北天坛地区
东陵区浑南东路20号
东陵区浑南东路59号
东陵区浑南东路63号
东陵区浑南东路67号
东陵区浑南东路71号
东陵区浑南中路60号
东陵区浑南新区彩霞街5号
东陵区浑南新区新立堡地区
东陵区浑南新区浑南西路3号
东陵区浑南新区王家湾210号
东陵区浑南西路1号、浑南新区沈营路28号
东陵区浑南西路3号
东陵区浑河北岸天坛地区
东陵区浑河堡村沈营公路西侧
东陵区浑河站街道新立屯村
东陵区浑河站西街道上河湾村
东陵区深井子街34-37号
东陵区满堂乡上木村
东陵区满堂乡上水村
东陵区满堂街道上木村
东陵区满堂街道上水村
东陵区满堂街道满堂村、上水村
东陵区满堂街道辉山村
东陵区王家湾211号
东陵区王家湾300号
东陵区白塔南街99号
东陵区白塔堡白塔镇
东陵区白塔堡街道白塔村
东陵区白塔堡镇
东陵区白塔堡镇东堡村
东陵区白塔堡镇东堡高三家村
东陵区白塔堡镇白塔村
东陵区白塔河南路120号
东陵区白塔河路667号
东陵区白塔河路6号
东陵区白塔街
东陵区白塔街(阳光新嘉园)
东陵区白塔街107号
东陵区白塔街26号
东陵区白塔街道下深村
东陵区白塔街道下深沟村
东陵区白塔街道大羊安村
东陵区白塔街道白塔村
东陵区白塔镇
东陵区白塔镇塔北村
东陵区白塔镇塔南村
东陵区白塔镇（佳城花园）
东陵区第三粮库东侧
东陵区航天路205号
东陵区莫子山路169号
东陵区莫子山路700-2号
东陵区莫子山路700-3号
东陵区营城子大街189号
东陵区营城子大街203号
东陵区营城子大街45号
东陵区营盘北街3号
东陵区营盘西街17号
东陵区辉山明渠西侧
东陵区远航中路3甲1号
东陵区金卡路12甲号
东陵区金卡路16甲号
东陵区金水街77号
东陵区长青南街135号
东陵区长青南街2号
东陵区长青桥西
东陵区长青街123号
东陵区长青街149号
东陵区长青街2号
东陵区长青街54号
东陵区长青街（假日兰庭）
东陵区长青路9号
东陵区高坎街道七间房村
东陵区高坎街道上马村
东陵区高坎街道旧站村
东陵区高坎镇
东陵区高坎镇七间房村
东陵区高坎镇压上马村
东陵区高坎镇（奥林匹克花园）
东陵区高科路26号
东陵区（浑南新区）
东陵区（浑南新区）彩霞街5号
东陵区（浑南新区）新立堡
东陵文萃路103号
东陵浑南新区文化路135号
东陵白塔街道蒙特利尔街西侧
东陵路3号-1（第三粮库）
东陵（浑南新区）彩霞街5号
东风东路743号之一、二、三
东风东路东景街9号、10号凯丽轩、凯逸轩
东风中路389号
东风中路418号
东风西路#81，#83，#85
东风西路232号、东风西路234号、东风西路236号、百灵路2号
东风西路与盘福路口北侧
东风路66号华夏家园
东风路北、元北家兴宿舍南、圆环路两侧
中保街130号
中兴东路11号
中兴街
中兴西路10号
中华北大街188号
中华北大街198号
中华北大街210号
中华北大街226号
中华北大街239号
中华北大街279号
中华北大街27号
中华北大街282号
中华北大街298号
中华北大街338号
中华北大街350号
中华北大街357号
中华北大街370号
中华北大街50号
中华北大街567号
中华北大街68号
中华北大街88号
中华北大街98号
中华北大街东兴北街西新苑路北赵佗路南
中华北大街东柏林北区南
中华南大街210号
中华南大街516号
中华南大街华星路9号
中华南大街西、工农路南
中华大街东、站前街西
中华大街西宁安路南
中和桥路59-8号
中国·扬州 扬子江南路369号
中央北路141号
中央北路83号
中央大街16号
中央大街20甲1-4号
中央大街28号
中央大街西银梨路北
中央路258号
中央路278号
中央路389号08幢
中央路399号 13幢、14幢
中央路70号1幢、2幢
中央路马家街2号
中山一路26号
中山一路59号、61号
中山东路11号
中山东路126号
中山东路265号
中山东路2号
中山东路300号
中山东路447号
中山东路508号
中山东路546号
中山东路561号
中山东路567号
中山东路569号
中山东路581号
中山东路583号
中山东路598号
中山东路666号
中山东路南谈固大街东
中山五路186号
中山北路105号
中山北路1号
中山北路215号
中山北路217号
中山北路281号
中山北路601号
中山南路368号
中山南路398号2幢、3幢、中山南路398号地下车库，熙南里街区17号-21号、熙南里街区15号-22号地下车库
中山南路501号
中山南路800号
中山南路G6地块
中山四路34号、36号、36号之一
中山大道中
中山大道中1116号
中山大道中1118号、1120号、1122号
中山西路121号
中山西路700号
中山西路77号
中山西路818号
中山西路907号
中山西路南，聚乐街东
中山路179号A片
中山路328号
中山路38号
中山路北侧
中山路南、育才街西
中山路海珠路至北京路
中山门大街299号5号地下车库、6号地下车库
中心区42号-2地块
中怡街#21
中怡街23号、25号
中新镇东港城市花园香樟一街
中新镇东港城市花园香樟三街、六街、七街，香樟西二街至西六街
中新镇尚峰三街4、5、6号
中新镇恒大山水城尚峰三街1号-3号
中新镇恒大山水城悦湖南街10号-15号
中新镇恒大山水城领峰西一街1、2、3、4号
中新镇恒大山水城骏峰一街4、5、6、7号
中新镇恒大山水城骏峰三街1号、2号、3号、4号
中新镇恒大山水城骏峰二街5号
中新镇福中路16号1栋
中新镇福中路34号17幢
中新镇福中路36号之三十九
中新镇青星街38号-94号（双号）；花漫一街1号，花漫二街1号、2号
中新镇骏峰一街8、9号
中海学仕一街1-4号
中海学仕二街1-8号
中科大街与光机路交汇
中营街以东、水域北路以北、规划路以南、北二环西延以南
丰乐北路192-228号（双号）
丰乐北路230-290（双）号，泰景北街1、3、5号
丰乐南路#438号大院#35、#34、#33
丰乐南路438号大院#23、#24、#25，澳葡街#1、#3、#9、#19、#21、#27、#37、#47、#53、#63、#69
丰收路186号
丰收路188号
丰收路18号
丰收路48号
丰泽东路106号
临江大道#681#683
临河街102号
临河街7272号
临河街与天合路交汇
临河街以东
临河街以西、吉林大路以南
临河街西、公平路北、河堤路东、东平路南
临河街２１８９号
临湖街道中央大街金钱松路南
临湖街道新兴屯村、大淑堡村
丹阳湖北路103号
丽景路6号
丽舍一街1号-25号（单数）、丽舍一街2号-16号（双号）、丽舍一街18号、20号、丽舍二街1号-19号（单号）、丽舍二街2号-10号（双号）、丽舍三街2号、丽舍三街4号-22号（双号）、丽舍三街24号。
义友小区
乌江镇故居路8号
乌衣巷26号
乌衣巷28号1幢
乐东居住区
乐山路189号
乐山路198号09幢
乐米路2号、2号之一
乐羊羊1号1至34座
乙二路以东、丙八路以西、甲五路以北、丙三十二路以南
九中街16号
九台路东，规划二路南，规划一路、乙一路北
九袱洲路与七里河大街东南侧
九龙盛世园
九龙雅苑
乾安路以北、广德东街以西、太和东街以东、同康路以南
二街2、3号
二道区东新路以北、东盛大街以西、四通路以南、和顺街以东
二道区东环城路与远达大街交汇
二道区东环城路与远达大街交汇处
二道区东环城路东
二道区东环城路以东、丙三路以北、新开西街以西
二道区东环城路以东，丙三路以南
二道区东盛大街1000号
二道区东盛大街与岭东路交汇处
二道区东盛大街以东、民丰大街以西
二道区东盛大街以东吉林大路以北
二道区东盛大街以东，民丰大街以西
二道区东至东环城路、南至裕民路、西至福芝街、北至河东路
二道区东至新开东街、西至世纪大街、南至东新路、北至邹家碗铺地块
二道区东至洋浦大街、南至东新开河、西至新开东路、北至世纪大街
二道区临河街以西、岭东路以北
二道区乐群街与经纬南路交汇处
二道区乐群街以西、东新路以北
二道区乐群路以西、福安街以东、吉林大路以北
二道区乾安路以北
二道区公平路47号
二道区北环城路以东、太和东街以西
二道区吉林大路1333号
二道区吉林大路89号
二道区吉林大路以北
二道区吉林大路以北、福安街以西
二道区吉林大路以北新开西街以西世纪大街以东
二道区吉林大路以南、安乐路以北、福安街以东、乐群街以西
二道区吉林大路北
二道区同康路南、乾安路北
二道区和顺街
二道区和顺街46号
二道区和顺街以西荣光路以南
二道区太和东街以东、东环城路以西
二道区太和东街以西、同康路以南、伊通河以东
二道区宜良路755号
二道区岭东路738号
二道区广德街以东、乾安路以南
二道区广德街以西、裕民路以北
二道区民丰大街以东、福安街以西、四通路以北
二道区河东路1号
二道区河东路与南太有街交汇处
二道区河东路以北、兴发路以南、新荣街以东、D地块土地分界线以西
二道区福安街与东新路交汇处
二道区福安街与经纬路交汇
二道区福安街以西、岭东路以北、民丰街以东、安乐路以南
二道区福安街西、岭东路南
二道区经纬南路北、临河街东
二道区经纬路与东盛大街交汇处
二道区自由大路4755号
二道区自由大路以北，乐群街以西
二道区荣光路24-1号
二道区荣光路以北、新开西街以东、阜丰路以南
二道区荣光路以北、阜丰路以南、绿安街以西、西绿安街以东
二道区荣光路以南、洋浦大街以西
二道区荣光路以南，和顺四条以东
二道区裕民路以南、广德街以西
二道区规划路以南、河东路以北、太和街以东、广德路以西
二道区远达大街826号
二道区远达大街与惠工路交汇
二道区远达大街与惠工路交汇处
二道区远达大街以东、东环城路以西、宜良路以北
二道区远达大街以西
二道区远达大街以西、安宁路以北
二道区远达大街以西、宜良路以南、同康路以北
二道区远达大街北延长段以西，长双烟铁路以北
二道区金钱路
二道区长新东路以北、伊通河以东、太和东街以西
二道区长新路以南
二道区长春国际物流经济开发区莲花山大路
于沈阳市洪区西江街160号
于洪于洪新城内19#地块
于洪北里
于洪北陵街道大榆路西-2地块
于洪区
于洪区25#地块内
于洪区304国道南丁香村
于洪区304国道南侧
于洪区丁香湖新城
于洪区三环路南侧
于洪区上岗子村
于洪区东平湖街
于洪区东平湖街36-3号
于洪区东湖街
于洪区东湖街道
于洪区东湖街道李官村
于洪区二环路北-4地块
于洪区于洪乡红旗村
于洪区于洪新城22#地块内
于洪区于洪新城34#地块
于洪区于洪新城34-2#地块
于洪区于洪新城35#地块
于洪区于洪新城35号地块
于洪区于洪新城37-2#地块
于洪区于洪新城43#地块内
于洪区于洪新城67-1号地块
于洪区于洪新城68#地块
于洪区于洪街道
于洪区于洪街道丁香村
于洪区于洪街道东民村
于洪区于洪街道兴盛村
于洪区于洪街道洪湖北街东
于洪区于洪街道红旗台村
于洪区于洪街道红旗村
于洪区云龙湖街51号
于洪区云龙街51号
于洪区光辉畜牧场
于洪区光辉街道
于洪区光辉街道红兴路
于洪区北李官村
于洪区北李官村(和泰馨城)
于洪区北李宫村
于洪区北里官村
于洪区北陵乡下坎子村
于洪区北陵乡大韩村
于洪区北陵乡大韩村大韩屯3号
于洪区北陵乡小韩屯村
于洪区北陵街道
于洪区北陵街道下坎子村
于洪区北陵街道和平村
于洪区北陵街道大榆路西-2地块项目
