杭州市,13600.27,在售楼盘,135,88.48,19282,0571-8668 8999,湖悦岚湾11幢1503室,71.33,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.45,18422,0571-8668 8999,湖悦岚湾11幢1504室,82.59,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.45,19222,0571-8668 8999,湖悦岚湾11幢1601室,82.59,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,88.48,19332,0571-8668 8999,湖悦岚湾11幢1602室,71.33,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,88.48,19332,0571-8668 8999,湖悦岚湾11幢1603室,71.33,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.45,18472,0571-8668 8999,湖悦岚湾11幢1604室,82.59,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.45,19222,0571-8668 8999,湖悦岚湾11幢1701室,82.59,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,88.48,19332,0571-8668 8999,湖悦岚湾11幢1702室,71.33,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,88.48,19332,0571-8668 8999,湖悦岚湾11幢1703室,71.33,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.45,18472,0571-8668 8999,湖悦岚湾11幢1704室,82.59,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.45,17900,0571-8668 8999,湖悦岚湾11幢1801室,82.59,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,88.48,18032,0571-8668 8999,湖悦岚湾11幢1802室,71.33,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,88.48,18032,0571-8668 8999,湖悦岚湾11幢1803室,71.33,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.45,17172,0571-8668 8999,湖悦岚湾11幢1804室,82.59,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.45,15787,0571-8668 8999,湖悦岚湾11幢201室,82.59,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,88.48,15982,0571-8668 8999,湖悦岚湾11幢202室,71.33,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,88.48,15982,0571-8668 8999,湖悦岚湾11幢203室,71.33,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.45,15122,0571-8668 8999,湖悦岚湾11幢204室,82.59,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.45,17072,0571-8668 8999,湖悦岚湾11幢301室,82.59,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,88.48,17182,0571-8668 8999,湖悦岚湾11幢302室,71.33,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,88.48,17182,0571-8668 8999,湖悦岚湾11幢303室,71.33,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.45,16322,0571-8668 8999,湖悦岚湾11幢304室,82.59,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.45,17672,0571-8668 8999,湖悦岚湾11幢401室,82.59,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,88.48,17782,0571-8668 8999,湖悦岚湾11幢402室,71.33,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,88.48,17782,0571-8668 8999,湖悦岚湾11幢403室,71.33,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.45,16922,0571-8668 8999,湖悦岚湾11幢404室,82.59,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.45,18172,0571-8668 8999,湖悦岚湾11幢501室,82.59,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,88.48,18282,0571-8668 8999,湖悦岚湾11幢502室,71.33,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,88.48,18282,0571-8668 8999,湖悦岚湾11幢503室,71.33,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.45,17422,0571-8668 8999,湖悦岚湾11幢504室,82.59,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.45,18322,0571-8668 8999,湖悦岚湾11幢601室,82.59,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,88.48,18432,0571-8668 8999,湖悦岚湾11幢602室,71.33,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,88.48,18432,0571-8668 8999,湖悦岚湾11幢603室,71.33,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.45,17572,0571-8668 8999,湖悦岚湾11幢604室,82.59,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.45,18472,0571-8668 8999,湖悦岚湾11幢701室,82.59,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,88.48,18582,0571-8668 8999,湖悦岚湾11幢702室,71.33,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,88.48,18582,0571-8668 8999,湖悦岚湾11幢703室,71.33,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.45,17722,0571-8668 8999,湖悦岚湾11幢704室,82.59,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.45,18622,0571-8668 8999,湖悦岚湾11幢801室,82.59,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,88.48,18732,0571-8668 8999,湖悦岚湾11幢802室,71.33,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,88.48,18732,0571-8668 8999,湖悦岚湾11幢803室,71.33,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.45,17872,0571-8668 8999,湖悦岚湾11幢804室,82.59,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.45,18772,0571-8668 8999,湖悦岚湾11幢901室,82.59,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,88.48,18882,0571-8668 8999,湖悦岚湾11幢902室,71.33,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,88.48,18882,0571-8668 8999,湖悦岚湾11幢903室,71.33,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.45,18022,0571-8668 8999,湖悦岚湾11幢904室,82.59,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,3.92,0,0571-8668 8999,湖悦岚湾11幢地下管井室,3.92,限制房产,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,132.66,20680,0571-8668 8999,湖悦岚湾9幢1单元1001室,109.75,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,100.12,20680,0571-8668 8999,湖悦岚湾9幢1单元1002室,82.83,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,113.66,16332,0571-8668 8999,湖悦岚湾9幢1单元101室,94.03,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,100.02,15882,0571-8668 8999,湖悦岚湾9幢1单元102室,82.75,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,132.66,20032,0571-8668 8999,湖悦岚湾9幢1单元1101室,109.75,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,100.12,19582,0571-8668 8999,湖悦岚湾9幢1单元1102室,82.83,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,132.66,18052,0571-8668 8999,湖悦岚湾9幢1单元201室,109.75,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,100.12,17782,0571-8668 8999,湖悦岚湾9幢1单元202室,82.83,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,132.66,19032,0571-8668 8999,湖悦岚湾9幢1单元301室,109.75,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,100.12,18782,0571-8668 8999,湖悦岚湾9幢1单元302室,82.83,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,132.66,19652,0571-8668 8999,湖悦岚湾9幢1单元401室,109.75,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,100.12,19382,0571-8668 8999,湖悦岚湾9幢1单元402室,82.83,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,132.66,20132,0571-8668 8999,湖悦岚湾9幢1单元501室,109.75,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,100.12,19982,0571-8668 8999,湖悦岚湾9幢1单元502室,82.83,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,132.66,20452,0571-8668 8999,湖悦岚湾9幢1单元601室,109.75,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,100.12,20282,0571-8668 8999,湖悦岚湾9幢1单元602室,82.83,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,132.66,20680,0571-8668 8999,湖悦岚湾9幢1单元701室,109.75,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,100.12,20680,0571-8668 8999,湖悦岚湾9幢1单元702室,82.83,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,132.66,20680,0571-8668 8999,湖悦岚湾9幢1单元801室,109.75,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,100.12,20680,0571-8668 8999,湖悦岚湾9幢1单元802室,82.83,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,132.66,20680,0571-8668 8999,湖悦岚湾9幢1单元901室,109.75,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,100.12,20680,0571-8668 8999,湖悦岚湾9幢1单元902室,82.83,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.28,20632,0571-8668 8999,湖悦岚湾9幢2单元1001室,82.76,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.37,20532,0571-8668 8999,湖悦岚湾9幢2单元1002室,82.83,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.18,15732,0571-8668 8999,湖悦岚湾9幢2单元101室,82.68,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,82.63,14832,0571-8668 8999,湖悦岚湾9幢2单元102室,66.86,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.28,19432,0571-8668 8999,湖悦岚湾9幢2单元1101室,82.76,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.37,19332,0571-8668 8999,湖悦岚湾9幢2单元1102室,82.83,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.28,17432,0571-8668 8999,湖悦岚湾9幢2单元201室,82.76,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.37,17332,0571-8668 8999,湖悦岚湾9幢2单元202室,82.83,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.28,18432,0571-8668 8999,湖悦岚湾9幢2单元301室,82.76,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.37,18332,0571-8668 8999,湖悦岚湾9幢2单元302室,82.83,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.28,19032,0571-8668 8999,湖悦岚湾9幢2单元401室,82.76,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.37,18932,0571-8668 8999,湖悦岚湾9幢2单元402室,82.83,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.28,19532,0571-8668 8999,湖悦岚湾9幢2单元501室,82.76,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.37,19432,0571-8668 8999,湖悦岚湾9幢2单元502室,82.83,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.28,19832,0571-8668 8999,湖悦岚湾9幢2单元601室,82.76,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.37,19732,0571-8668 8999,湖悦岚湾9幢2单元602室,82.83,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.28,20232,0571-8668 8999,湖悦岚湾9幢2单元701室,82.76,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.37,20132,0571-8668 8999,湖悦岚湾9幢2单元702室,82.83,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.28,20432,0571-8668 8999,湖悦岚湾9幢2单元801室,82.76,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.37,20332,0571-8668 8999,湖悦岚湾9幢2单元802室,82.83,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.28,20632,0571-8668 8999,湖悦岚湾9幢2单元901室,82.76,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.37,20532,0571-8668 8999,湖悦岚湾9幢2单元902室,82.83,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.26,20532,0571-8668 8999,湖悦岚湾9幢3单元1001室,82.76,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.35,20680,0571-8668 8999,湖悦岚湾9幢3单元1002室,82.83,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.16,15632,0571-8668 8999,湖悦岚湾9幢3单元101室,82.68,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,85.06,14982,0571-8668 8999,湖悦岚湾9幢3单元102室,68.84,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.26,19332,0571-8668 8999,湖悦岚湾9幢3单元1101室,82.76,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.35,19482,0571-8668 8999,湖悦岚湾9幢3单元1102室,82.83,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.26,17332,0571-8668 8999,湖悦岚湾9幢3单元201室,82.76,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.35,17482,0571-8668 8999,湖悦岚湾9幢3单元202室,82.83,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.26,18332,0571-8668 8999,湖悦岚湾9幢3单元301室,82.76,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.35,18482,0571-8668 8999,湖悦岚湾9幢3单元302室,82.83,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.26,18932,0571-8668 8999,湖悦岚湾9幢3单元401室,82.76,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.35,19082,0571-8668 8999,湖悦岚湾9幢3单元402室,82.83,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.26,19432,0571-8668 8999,湖悦岚湾9幢3单元501室,82.76,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.35,19582,0571-8668 8999,湖悦岚湾9幢3单元502室,82.83,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.26,19732,0571-8668 8999,湖悦岚湾9幢3单元601室,82.76,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.35,19882,0571-8668 8999,湖悦岚湾9幢3单元602室,82.83,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.26,20132,0571-8668 8999,湖悦岚湾9幢3单元701室,82.76,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.35,20282,0571-8668 8999,湖悦岚湾9幢3单元702室,82.83,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
杭州市,13600.27,在售楼盘,135,102.26,20332,0571-8668 8999,湖悦岚湾9幢3单元801室,82.76,可售,钱塘新区,暂无资料,http://www.tmsf.com/newhouse/presell_33_1838665986_1880807372.htm
